nom,description,logo,Date dernier financement,Série,Montant,LinkedIn,Contact,Date de création_x,Marché,Type d'organisme,SIREN,Activité principale,Tranche effectifs,market,employees,date de création,valeur_entreprise,financement,dernier_financement,mots_cles_def,site_web_def,adresse_def
ORA,"ORA presents a sophisticated design featuring a metal-constructed base that houses the projection system and securely supports a spherical component crafted from a specially-engineered resin. This resin boasts exceptional diffusion properties, ensuring that the images within the sphere are displayed with remarkable clarity and precision.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/73a923a8-82d7-43c9-8e1c-0b564f6611af1,,,,,,,,,415005586,94.99Z,Non disponible,,,,,,,,['https://vivatechnology.com/partners/atmosphere.space'],PARIS
PHONIX HEALTH,Non disponible,Non disponible,,,,Non disponible,,,,,Non disponible,Non disponible,Non disponible,,,,,,,,['https://www.phonixhealth.com/'],"11 Rue Masséna Grenoble, - 38000 France"
PLTECH,"PLTech is a South France-based company dedicated to the research and development of wearable technology products. Our mission is to design the most ergonomic and innovative solutions that integrate cutting-edge technologies, enhancing both professional performance and daily activities for our users.",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000pxDNMIA2.png,,,,Non disponible,,,,,786850065,71.12B,01,,,,,,,,['http://www.pirateeye.net/'],"13 bd des bagaudes joinville le pont, - 94340 France"
REGION SUD,"The Region Sud, South of France, takes part of the CES 2025 with 14 start-ups covering its 6 excellency topics : energy, fintech, greentech, healtech, tourism, sportech, with 4 awards, including Best Innovation. Meet us to discover our start-ups and the 5 good reasons to develop your business in South Region lmarquet@risingsud.fr",https://exhibitors.ces.tech/mys_shared/CES25/logos/0013A00001TrQLCQA3.png,,,,https://www.instagram.com/rising.sud/?__d=1%2F,,,,,Non disponible,Non disponible,Non disponible,,,,,,,,['http://www.maregionsud.fr/'],"27 place Jules Guesde Marseille, 13002 France"
SMART BRAIN,Non disponible,Non disponible,,,,Non disponible,,,,,Non disponible,Non disponible,Non disponible,,,,,,,,['https://www.smart-brain.fr/'],"22 allée Alan Turing Clermont-Ferrand, - 63000 France"
SMELL’AIR,Non disponible,Non disponible,,,,Non disponible,,,,,Non disponible,Non disponible,Non disponible,,,,,,,,['https://e-smellair.com/'],"122 rue Edouard Vaillant Levallois Perret, - 92300 France"
SONAIDE,Non disponible,https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nEgCsIAK.png,,,,Non disponible,,,,,951396498,62.01Z,Non disponible,,,,,,,,['https://www.sonaid.ai/'],"263 Avenue Général Leclerc, Bat 12f Bat 12f Rennes, - 35700 France"
SONAIDE,"The modern and accepted telealarm to live longer at home. We develop a sound recognition AI embedded in a non wearable, plug and play device at an accessible price to perfectly fit the needs of telealarm for lonely elderlies at home.It detects alerts and can prevent the loss of autonomy. This is possible thanks to our own deep learning algorithm detecting ambient sounds (from INRIA research). We detect call for helps, crying, moaning or other distress situations from unusual habits. Sonaide is in the Seed stage, with a minimum viable product (MVP) and pilot tests in senior residences. We start our operations in France and neighboring francophone countries with a solution tailored to French speaking elders in distress situations. We plan to expand to the European market with neighboring countries that share similarities with the French demographic.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3693de6c-6a49-4798-aa6d-ddc0767d0a3e1,,,,,,,,,951396498,62.01Z,Non disponible,,,,,,,,['https://www.sonaide.fr/'],RENNES
SPOOQS,Non disponible,Non disponible,,,,Non disponible,,,,,901825505,63.11Z,Non disponible,,,,,,,,['https://www.spooqs.com/'],"31 rue Gustave Eiffel Grenoble, - 38000 France"
SQ-MOTORS,"Sternboard is an all terrain 3-wheels electric skateboard designed for riding on a vast range of terrains : sand, snow, forest, mountains, ... Our Sternboard is quick and easy to learn and use. With 100+km range, 85km/h top speed, and being 100% waterproof, you can face any type of terrains, and push the boundaries of offroad riding.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/05c76504-193c-457f-a9cc-cd4947be29941,,,,,,,,,977717487,30.92Z,Non disponible,,,,,,,,['https://vivatechnology.com/partners/sq-motors.com'],GRADIGNAN
TALKR.AI,"TALKR revolutionize calls with Conversational Voice and GenAI along with Virtual Assistants for your business and customers. Virtual Assistants transform customer interactions : with 50% of customer engagement on calls, outdated IVR systems fall short. Envision virtual assistants answering all calls 24/7, resolving 35%-85% of inquiries instantly. Enter TALKR, a no-code platform empowering businesses to effortlessly craft and oversee virtual assistants. Explore our suite of service assistants tailored to ten industries across five channels. Elevate your customer experience with TALKR today. TALKR offers NO code, agnostic and multilingual solution, adapted to all industries and professions ( Customer Service and Support, Marketing, Sale), as well as businesses of all sizes.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d8603231-acf6-4ab8-9bf4-17928ff0650e1,,,,,,,,,Non disponible,Non disponible,Non disponible,,,,,,,,['https://www.talkr.ai/'],PARIS
TRACKT00,Non disponible,Non disponible,,,,Non disponible,,,,,979485844,71.12B,Non disponible,,,,,,,,['https://trackt00.com/'],"2 rue de Beaupeyras Clermont-Ferrand, - 63100 France"
VKARD,"VKARD - Digital Business Card - is a French innovative company specializing in digital and contactless business card solutions using NFC technology. Beyond our customizable physical products, we offer a secure, internally developed SaaS platform that allows businesses to efficiently manage a multitude of digital profiles. This platform provides users with complete control over the distribution of their professional information and the collection of client feedback. We are committed to providing integrated solutions that enhance our clients' digital presence while simplifying the management of their professional networks and online reputation. Discover https://vkard.io #Digital #Business #Card #BusinessCard #Cartes de visite",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/910eafd9-67cb-47e1-98a1-aab25083f4c01,,,,,,,,,912211554,62.01Z,02,,,,,,,,['https://vkard.io/'],None
VLC,Non disponible,Non disponible,,,,Non disponible,,,,,898113857,68.20B,Non disponible,,,,,,,,['https://www.videolan.org/'],"18 RUE CHARCOT Paris, FL 75013 France"
XMBAUBLE,"XmBauble is developing a mobile application and B2B SaaS solution for the industry to fight the counterfeiting of luxury and valuable objects. The XMART application creates a non-invasive biometric ID card for a physical object, simply by scanning its surface.",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000gQwJYIA0.png,,,,https://x.com/xmbauble,,,,,900408287,62.01Z,01,,,,,,,,['https://www.xmbauble.com/'],"47 Boulevard du 11 novembre 1918 VILLEURBANNE, - 69100 France"
VOGO,"VOGO is a leading international player, with its audio and video solutions for fans and professionals alike. For professionals, VOGO offers analysis and decision-making tools (referee assistance, medical diagnostics, coaching). VOGO’s disruptive solution for fans transforms the stadium experience by providing multi-camera content on demand for tablets and smartphones, no matter how many people are connected. All of the Group’s technologies are patent-protected. VOGO is based in France (Montpellier, Grenoble and Paris) and has two subsidiaries: North America and the United Kingdom. VOGO operates indirectly in other countries through its network composed of more than fifty distributors. VOGO has been listed on the Euronext Growth Paris stock market since November 2018.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/ce5571a9-2b9c-4419-b397-d0aa84568b531,,,,,,,,,793342866,62.01Z,21,,,,,,,,['https://www.vogo-group.com/'],MONTPELLIER
DIAMSENS,"DIAMSENS is developing a range of multi-sensors modules to continuously measure the key physico-chemical parameters of water. DIAMSENS’ sensors use diamond as a sensitive element, providing them with unique properties of robustness and long-term stability. Measurement stability is further enhanced by an electrical self-cleaning procedure of the sensitive surface, made highly effective by the intrinsic properties of diamond. Ultimately, maintenance is significantly reduced, if not eliminated. The electrode manufacturing process - extensively using equipement from the (micro)electronic industry - enable to offer affordable prices, even for the consumer market DIAMSENS will successively address 5 segments: • Swimming pools: • Livestock • Wastewater treatment • Agriculture and environment • Drinking water treatment and delivery Overall, in 2028, DIAMSENS aims at selling more than 120,000 modules for a revenue of €26M, and a profit exceeding €6M.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/ae695ad2-042f-41c9-afa4-732e26e0fe3b1,,,,,,,,,911925006,26.51B,02,,,,,,,,['https://www.diamsens.com/'],MEYLAN
GRAPHEAL,"Grapheal develops and manufactures true monolayer graphene on flexible substrates, enabling next-generation sustainable and cost-effective sensor platforms especially when coupled with RFID . Grapheal’s patented technology is reducing sensor production cost by 10x and carbon footprint by 5x, thanks to unique materials, processes, and integration. To achieve this, it relies on a technological platform based on a network of digital biosensors. These sensors incorporate a new, flexible material that is compatible with RFID tags, enabling high-sensitivity assays that can be read by a simple smartphone. Grapheal partners with industry leaders in their respective fields, such as water analysts , wound care, wearable technology, veterinary and sports science, to bring millions of new products to the market over the next years.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d4466654-2f43-40ea-be52-bcb60b00119f1,,,,,,,,,850364423,71.12B,03,,,,,,,,['https://www.grapheal.com/'],GRENOBLE
CIRIDD,"Le Centre International de Ressources et d’Innovation pour le Développement Durable (CIRIDD), association loi 1901 créée en 2005 et reconnue d’intérêt général, a pour finalité de contribuer à l’émergence de nouveaux modèles de société, plus respectueux des êtres vivants dans leur diversité, des générations futures et de la planète. Le CIRIDD agit pour la promotion et le changement en faveur d’un développement soutenable, fondé sur la coopération au sein des organisations, des territoires et des filières. L’innovation et le droit à l’expérimentation sont des fers de lance du CIRIDD. Ses activités se déploient selon différentes échelles territoriales du local jusqu’au niveau international.",https://www.minalogic.com/wp-content/uploads/2024/01/logo-ciridd.png,,,,,COCCONCELLI Denis Directeur,2005.0,,Organisme de développement économique,417669587,94.99Z,11,,,,,,,,,"10, Rue Marius Patinaud 42000 SAINT-ÉTIENNE"
