nom;description;logo;mots_cles_b;site_web_x;tags;emplacement;Date dernier financement;Série;Montant;LinkedIn;adresse_z;Contact;Date de création;Marché;Type d'organisme
WIMI;Chez Wimi, nous voulons rendre le travail d'équipe simple, fluide et plus efficace. Nous avons rassemblé toutes les briques essentielles à la productivité des équipes au sein d'espaces de travail sécurisés et souverains. Tout est pensé pour rendre votre organisation plus agile.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/83fc9b6b-7767-41f7-879c-f2745fe89049;;https://www.wimi-teamwork.com/fr/;;;;;;;;;;;
WIMO;WIMO leverages AI to predict late order deliveries, enabling businesses to proactively address delays, optimize logistics, and reduce costs. Our AI-powered Order Control Towers provide real-time visibility and predictive insights, ensuring smarter decisions, improved efficiency, and higher customer satisfaction.;https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nXz6cIAC.png;;https://www.wimo.tech/;;;;;;https://x.com/WIMO_tracking/;"87 rue de Fontenoy Euratechnologies Roubaix, - 59100
France";;;;
WINALIST;Winalist a été créé en 2017, sous l’impulsion de Nicolas Manfredini. C’est une plateforme numérique qui met en relation les touristes et les professionnels. Elle permet aux premiers de découvrir et réserver des activités œnotouristiques chez les seconds.;https://maddyness.twic.pics/2019/10/Logo-Winalist.jpg?twic=v1/output=meancolor;;https://www.winalist.fr/;;;10.01.22;Amorçage;1.3 M€;;;;;;
WIND CAPITAL;Fonds - Wind Capital est un fonds d’investissement spécialisé dans l'accompagnement et le financement des entreprises à fort potentiel de croissance. Le fonds se concentre principalement sur les startups et PME innovantes opérant dans des secteurs variés.;https://maddyness.twic.pics/2025/01/ssv_mdvc_wind_capital.jpg?twic=v1/output=meancolor;;https://wind.capital/;;;02.01.24;N/A;0.0;;;;;;
WIND FISHER;Wind Fisher développe l[e-2019]éolienne décentralisée du futur pour aider les industriels, les collectivités, et les sites hors réseau à réduire leur empreinte carbone et leur budget énergie grâce à notre technologie breveté : le ballon dynamique à effet Magnus.;https://www.minalogic.com/wp-content/uploads/2023/10/wind-fisher.png;;;;;;;;;"5422, Route des 7 Laux
                                                                                                                                                    38190
                                                                                                                LES ADRETS";SMITH Garrett                                        Président;2021;Energie Bâtiment,                                                                             Industrie du futur;PME
WIND MY ROOF;WIND my ROOF développe la WindBox, un module de production d'énergie renouvelable, locale et propre pour toiture, alliant petit éolien et solaire. Légère, puissante et discrète, elle permet d’accroître l’autonomie énergétique des bâtiments et participe à la transition énergétique du secteur.;https://upload.prd.hbd.cloud.bpifrance.fr/e17ab13a-40c7-4f40-afb3-84d74cdc9fd4;['#energie'];https://www.windmyroof.com/en/;;;11.01.23;Série A;2.0 M€;;;;;;
WINDDLE;"Winddle organise les données de la chaîne d'approvisionnement et simplifie la collaboration de tous les acteurs pour permettre aux Directions Supply Chain & Sourcing d'accélérer leur time-to-market et d'améliorer leur performance Achats.

#API #bigdata #ecommerce";https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/B1aKXGJwz.png;['#Supply Chain Management', '#collaborative'];;;;;;;;;;;;
WINDOO;Provider of hr solutions that improve employees' quality of life at work and their commitment;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b153f3a8-b3d3-421f-a7b8-6213d950a514;;;;;;;;;;;;;
WINE IN BLOCK;Wine In Block se positionne comme un dispositif technologique innovant ayant pour socle la technologie blockchain, couplée aux technologies NFC et RFID.;https://maddyness.twic.pics/2024/10/Wine-In-Block.png?twic=v1/output=meancolor;['#winetech'];http://www.wineinblock.io/;;;10.01.24;Amorçage;200.0k€;;;;;;
WINERIZ;Wineriz est un logiciel tout-en-un de gestion commercial et marketing adressé au secteur viticole.;https://maddyness.twic.pics/2024/07/Wineriz.jpg?twic=v1/output=meancolor;['#winetech'];http://www.wineriz.com/;;;07.01.24;Amorçage;2.0 M€;;;;;;
WING;"Wing développe des solutions technologiques et opérationnelles qui bouleversent la logistique e-commerce traditionnelle. Permettant initialement aux petits commerces de se défaire des contraintes de la préparation de commandes, Wing développe également des solutions d'omnicanalité telles que le Ship from Store à destination des grandes enseignes du retail. Ces solutions permettent aux retailers d'augmenter les ventes online en améliorant l'utilisation de leur réseau. 

#retail #ecommerce";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/515eccd3-acce-43d1-a6e7-d2c97bedb6a5;['#Transportation', '#Trading Platform', '#Logistics'];https://www.wing.eu/;;;;;;;;;;;
WINGLET;Outil de prévision tarifaire qui garantit les meilleurs tarifs aériens aux entreprises;https://upload.prd.hbd.cloud.bpifrance.fr/05121f3f-bd55-4f57-9dc9-c54080aee8d1;;http://winglet.io/;;;;;;;;;;;
WINGLY;Wingly est la plateforme leader du coavionnage en Europe. Wingly permet la mise en relation de pilotes privés et de passagers pour qu’ils partagent ensemble les frais et la passion d’un vol en avion léger. Wingly en données clés : - + 30.000 vols en permanences disponibles sur le site internet www.wingly.io - + 4 500 passagers transportés - + 100 000 membres: 7 000 pilotes privés et 93 000 passagers - Présence européenne: France, Allemagne et Angleterre (Suisse et Autriche) - Wingly inclut une assurance coavionnage avec Allianz sur chacun de ses vols;https://maddyness.twic.pics/2018/03/Logo-Wingly.png?twic=v1/output=meancolor;;https://fr.wingly.io/;;;05.01.24;Amorçage;3.5 M€;;;;;;
WINKLI;Programmation informatique;https://upload.prd.hbd.cloud.bpifrance.fr/c4fb6900-d432-41d0-9637-fa29b19ac8ba;;http://wink.li/;;;;;;;Paris;;;;
WINMINUTE;Mobile app on iOS and Android which helps brands and retailers improving their execution of field operations thanks to a community of users;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/bf526836-0a2a-498f-a435-35720107eb12;;;;;;;;;;;;;
WINO TECHNOLOGIES;Chez Wino, nous croyons à un commerce de proximité global qui allie canaux de vente online et physique. Notre plateforme tout-en-un, dédiée aux commerces locaux, est construite sur 3 piliers : la gestion du point de vente, le pilotage des activités et l’augmentation du potentiel business via la connexion à des services internes et tiers. Nous démocratisons ainsi l’accès aux technologies face aux grands retailers ou mastodontes digitaux riches d’outils et ressources.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/8d72654d-0804-402f-a452-ea32b2e6c8c7;;https://wino.fr/;;;;;;;;;;;
WINTICS;Providing AI solutions to build smart mobility and smart cities;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/bccf03ec-1eee-473c-bb1c-c9a684e682d8;;https://wintics.com/fr/accueil/;;;09.01.20;;0.0;;;;;;
WINTUAL;Experts en réalité virtuelle, Wintual développe des fenêtres virtuelles ultra réalistes et des players qui permettent aux écrans publicitaires d'interagir avec votre regard.;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/1886a7a7301bfdaf4e84a3cf8dfd4ffc;;http://wintual.fr/;;;;;;;;;;;
WIPPLE;"Qui se soucie de l’efficacité en salle de réunion ? Chez Wipple, on a décidé d’en faire notre métier !

Nous imaginons, avec vous, vos espaces de collaboration de demain
Nous vous équipons des meilleures technologies et logiciels collaboratifs
Nous gérons votre projet de A à Z
Nous sommes sympas
Alors, envie de booster l’intelligence collective dans vos espaces de collaboration ?

#socialnetwork";https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/B13RB1MvM.jpg%3Foh%3D9dd42852aa859020a2f50598613aea35%26oe%3D5AC13335;['#interactif', '#wipple', '#we-inspire'];http://www.wipple.fr/;;;;;;;;;;;
WIPSEA;Traitement d'images de la faune;https://upload.prd.hbd.cloud.bpifrance.fr/789c658f-0d2c-4ff8-9468-5a1898f2b698;;http://wipsea.com/;;;;;;;;;;;
WISE INTEGRATION;Gazelle, a brand by Wise Integration, has developed a new generation of innovative chargers featuring it’s advanced technology. Wise-integration is a French fabless company founded in 2020, specializing in the advancement of power electronics through innovative GaN technology and digital control solutions.;https://exhibitors.ces.tech/mys_shared/CES25/logos/0013A00001eZKf7QAG.png;;https://www.gazellecharger.com/;;;;;;https://www.instagram.com/gazelle_charger;"87 rue Philemon Laugier Hyeres, - 83400
France";BOUCHET Thierry                                        CEO;2020;Chimie Environnement;PME
WISE TRAIL RUNNING;Lancée en 2020, Wise Trail Running co-crée des vêtements adaptés pour le trail et éco-responsables.;https://maddyness.twic.pics/2024/02/Wise-Trail-Running.jpg?twic=v1/output=meancolor;['#e-commerce'];https://www.wisetrailrunning.com/;;;02.01.24;Amorçage;1.0 M€;;;;;;
WISE-INTEGRATION;Fondée en 2020, Wise-integration est une société fabless qui fournit des circuits intégrés GaN de puissance avec un contrôle numérique pour atteindre les performances des alimentations des clients finaux avec un design simple : une taille plus petite, une meilleure efficacité et une plus grande fiabilité à un faible coût.;https://maddyness.twic.pics/2024/03/Wise-Integration.jpg?twic=v1/output=meancolor;['#deeptech'];https://wise-integration.com/;;;02.01.24;Série B;15.0 M€;;;;;;
WISEAR;Wisear est une startup française de DeepTech développant une interface neurale qui permet à toute personne de contrôler de manière fluide et naturelle ses appareils électroniques.;https://maddyness.twic.pics/2022/01/Logo-Wisear.jpeg?twic=v1/output=meancolor;;https://www.wisear.io/;;;01.01.22;Amorçage;2.0 M€;;;;;;
WISEBATT;Wisebatt est une start-up dont le but est d’améliorer la durée de vie et la fiabilité des objets alimentés par batterie. Nous développons actuellement Estimate, le premier logiciel d’aide à la conception de systèmes électroniques qui permet aux concepteurs d’évaluer la durée d’autonomie de leurs objets connectés alimentés par batterie, rapidement et dès les premières étapes du processus de conception.;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/7ddb065dd147fca348d8ca7c5a90ca10;;https://www.wisebatt.com/;;;;;;;;;;;
WISEBIM;Automatically generates the 3D digital model (BIM) from 2D plans;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/71d2e2117f1efad042af0989cc218b24;;;;;;;;;;;;;
WISELEMENT;WisElement est une startup spécialisée dans la conception d'équipements permettant de réduire drastiquement la consommation énergétique des bâtiments. Elle a notamment développé Ekô, un système de récupération de chaleur pour les eaux usées de douches, permettant une économie de 40% sur l'eau chaude sanitaire.;https://maddyness.twic.pics/2018/11/Logo-WisElement.jpg?twic=v1/output=meancolor;;http://wiselement.com/;;;;;;;;;;;
WISEMBLY;Wisembly is a collaborative solution to prepare, facilitate & monitor your meetings;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/rkFyXnwFG.com/t_api_images/uw7khyov6aawq502onig;['#Events', '#Meeting Software'];http://wisembly.com/;;;07.01.21;;2.0 M€;;;;;;
WISERSKILLS;"ACCOMPAGNER LA TRANSFORMATION DES MÉTIERS DE VOTRE ENTREPRISE
La solution de cartographie des compétences et des appétences professionnelles qui rend vos collaborateurs acteurs de leur employabilité";https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/086d039c2d336abec2ce81994be71296;;;;;;;;;;;;;
WISETAX;"WiseTax is a French digital startup that provides a simple and effective solution for tax advisory services. The company operates in the financial technology sector, specifically targeting tax professionals who need to provide their clients with personalized tax advice. WiseTax's primary market is tax consultants, accountants, and financial advisors who are looking to enhance their service offerings and improve their productivity.

The business model of WiseTax is based on a digital platform...";https://upload.prd.hbd.cloud.bpifrance.fr/e9f4d5d1-baaf-4cfc-a104-4989de60adb4;;https://www.wisetax.fr/;;;;;;;;;;;
WISPER;Wisper est née avec la volonté de changer le paradigme de la gestion du poste de travail. La société développe et commercialise aujourd'hui une solution de virtualisation des postes de travail (ceBox® OS) ne nécessitant pas d'infrastructure serveur pour faire tourner vos machines virtuelles. En novembre 2020, Wisper rachète Avencall/XiVO, Solution Open Source & Made in France de téléphonie d'entreprise IP, communications unifiées et centre de contact.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/0e6cd9c9-e7e9-446c-8397-e45fd59c646b;;;;;;;;;;;;;
WISTIKI;Wistiki est startup qui conçoit des objets connectés destinés à géolocaliser les objets du quotidien (sac, clés, portable...) ou ses animaux de compagnie.;https://maddyness.twic.pics/2019/04/Logo-WIstiki.jpg?twic=v1/output=meancolor;;https://www.wistiki.com/;;;;;;;;;;;
WITCO;Comprehensive building app for improved communications and a unique entry point for services available to the occupants;https://upload.prd.hbd.cloud.bpifrance.fr/5fe5288c-6a36-41e2-b225-1b5938d2b8f2;;https://witco.io/fr/home/;;;;;;;;;;;
WITHINGS;Equipements de santé connectés (montres, balances et capteurs) permettant le suivi de différents paramètres physiologiques (rythme cardiaque, poids, sommeil, taux d'oxygène...) via une application dédiée.;https://upload.prd.hbd.cloud.bpifrance.fr/808d6b1e-0ef6-4203-ae39-d8346ff779ae;['#medtech'];https://www.withings.com/fr/fr/;;;07.01.20;Série B;53.0 M€;;;;;;
WITIVIO;Start-up that provides staff augmentation with an innovative virtual assistant solution;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/1eca556d-e3fb-4f5a-a077-3e763e16a598;;;;;;;;;;;;;
WITMONKI;Startup e-santé composée de médecins, d'ingénieurs et de scientifiques qui proposent et garantissent l'accès à des dispositifs et applications de e-santé innovants et personnalisés;https://upload.prd.hbd.cloud.bpifrance.fr/88b57372-0f71-404d-ad2d-2973784c3e04;;http://witmonki.com/;;;;;;;;;;;
WITTYFIT;Wittyfit a mis au point une plateforme d'engagement et de pilotage de la QVT (qualité de vie au travail) en collaboration avec un CHU spécialisé en santé au travail. Elle permet de capter les ressentis des salariés de manière fiable et anonymisée. L'objectif de l'entreprise est d'aider les managers à adopter les bonnes pratiques.;https://maddyness.twic.pics/2019/11/logo-desktop@3x-1.png?twic=v1/output=meancolor;;https://wittyfit.com/;;;;;;;;;;;
WIZALY;Wizaly propose une solution logicielle SaaS d'attribution, d'aide à la décision et de génération d'insights clients/prospects qui optimise le mix média.;https://maddyness.twic.pics/2022/09/Capture-decran-2022-09-14-a-11.18.08.png?twic=v1/output=meancolor;;https://www.wizaly.fr/;;;09.01.22;;6.0 M€;;;;;;
