nom,SIREN,Date de création,Denomination légale,Denomination usuelle,Activité principale,Tranche effectifs,Catégorie entreprise,État administratif,Adresse
TAMPLO,803444603,2014-04-18,ITYSS,Non disponible,62.02A,02,PME,A,"35 AVENUE DE TOULOUSE, 31320 CASTANET-TOLOSAN"
TANDOOR CLUB,920367679,2022-09-21,TANDOOR CLUB,Non disponible,70.10Z,Non disponible,PME,A,"3 RUE TALMA, 75016 PARIS"
TANU DIGITAL,831846985,2017-09-01,TANU DIGITAL,Non disponible,58.29B,NN,PME,A,"12 RUE DU CERISIER, 64400 ESTOS"
TARABUT GATEWAY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TASDA,530900943,2010-01-19,TECHNOPOLE ALPES SANTE A DOMICILE ET AUTONOMIE,Non disponible,94.99Z,03,PME,A,"163 COURS BERRIAT, 38000 GRENOBLE"
TASTYCLOUD,822651550,2016-09-20,DIGINATIVE,Non disponible,62.09Z,11,PME,A,"63 RUE VERCINGETORIX, 75014 PARIS"
TBWA CORPORATE,340128222,1987-01-19,TBWA CORPORATE,TBWA PR,73.11Z,Non disponible,Non disponible,C,"50 RUE DE SILLY, 92100 BOULOGNE-BILLANCOURT"
TCHAO TCHAO,914016878,2022-05-16,TCHAO TCHAO,Non disponible,29.20Z,01,PME,A,"25 RUE LENEPVEU, 49100 ANGERS"
TEACH ON MARS,793850462,2013-06-01,TEACH ON MARS,Non disponible,62.01Z,21,PME,A,"1047 ROUTE DES DOLINES, 06560 VALBONNE"
TEACH UP,844317461,2018-11-29,TEACH UP,Non disponible,58.29C,11,PME,A,"46 RUE PRESIDENT EDOUARD HERRIOT, 69002 LYON"
TEACHREO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TEAM LEARNING,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TEAM VITALITY,794387498,2013-07-15,TEAM VITALITY,Non disponible,93.19Z,21,PME,A,"48 RUE MESLAY, 75003 PARIS"
TEAMCAT SOLUTIONS,811431519,2015-05-01,TEAMCAT SOLUTIONS,Non disponible,71.12B,01,PME,C,"CITE SCIENTIFIQUE, 59491 VILLENEUVE D'ASCQ"
TEAMHRV,889779096,2020-10-05,GALLIUM,Non disponible,58.29C,Non disponible,PME,A,"78 AVENUE DES CHAMPS ELYSEES, 75008 PARIS"
TEAMOTY,842952830,2018-10-15,CIMBA DIGITAL CONSTRUCTION SOLUTIONS,Non disponible,58.29C,11,PME,A,"71 RUE ORDENER, 75018 PARIS"
TEAMOUT,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TEASERPUB SAS,818350431,2016-01-15,TEASERPUB,Non disponible,62.02A,12,PME,A,"17 QUAI DE L’OURCQ, 93500 PANTIN"
TECH'4'TEAM,794062497,2013-07-03,TECH'4'TEAM,Non disponible,58.29B,12,PME,A,"157 BOULEVARD MACDONALD, 75019 PARIS"
TECHNI DRONE,791372600,2013-02-14,TECHNI DRONE,Non disponible,71.12B,00,ETI,C,"BASE AERIENNE 217, 91220 BRETIGNY SUR ORGE"
TECHNIWOOD INTERNATIONAL,802943845,2014-06-06,TECHNOLOGGIA,Non disponible,64.20Z,00,PME,A,"ILN TOUR PANORAMIQUE, 54320 MAXEVILLE"
TECHNOFOUNDERS PARTICIPATIONS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TECHNOLOGIES DE FRANCE,824767982,2016-12-21,TECHNOLOGIES DE FRANCE,Non disponible,71.12B,02,PME,A,"AV LOUIS PHILIBERT, 13080 AIX EN PROVENCE"
TECHNOLOGY & STRATEGY,845345487,2019-01-09,TECHNOLOGY & STRATEGY,Non disponible,64.20Z,01,ETI,A,"3 BOULEVARD DE SEBASTOPOL, 75001 PARIS"
TECHSAFE INDUSTRIES,822676383,2016-09-15,TECHSAFE INDUSTRIES,Non disponible,27.90Z,Non disponible,PME,C,"66 AVENUE DES CHAMPS ELYSEES, 75008 PARIS"
TEEM PHOTONICS,399229434,1994-12-05,TEEM PHOTONICS,Non disponible,26.70Z,21,PME,A,"31 CHEMIN DU VIEUX CHENE, 38240 MEYLAN"
TEEMO,805138153,2014-11-01,AZIRA,Non disponible,58.29C,12,PME,A,"94 RUE SAINT-LAZARE, 75009 PARIS"
TEEPS.,393800321,1993-12-15,TEEPS CONCEPT,Non disponible,24.6J,Non disponible,Non disponible,A,"24 AVENUE SIMON BOLIVAR, 75019 PARIS"
TEEPY JOB,819650698,2016-04-08,TEEPY,Non disponible,70.22Z,02,PME,A,"555 CHEMIN DU BOIS, 69140 RILLIEUX-LA-PAPE"
TEHTRIS,521474445,2010-04-01,TEHTRI-SECURITY,Non disponible,62.02A,31,PME,A,"2 RUE ADRIENNE BOLLAND, 33600 PESSAC"
TELECOM SANTE,532685104,2011-05-24,TELECOM SANTE,Non disponible,62.01Z,12,ETI,A,"3 AVENUE DE BELLE FONTAINE, 35510 CESSON-SEVIGNE"
TELEDYNE E2V,341470656,1987-05-15,TELEDYNE E2V SEMICONDUCTORS SAS,Non disponible,26.11Z,32,ETI,A,"29 AVENUE CARNOT, 91300 MASSY"
TELEDYNE E2V SEMICONDUCTORS,341470656,1987-05-15,TELEDYNE E2V SEMICONDUCTORS SAS,Non disponible,26.11Z,32,ETI,A,"29 AVENUE CARNOT, 91300 MASSY"
TELEVET,888017761,2020-08-06,TELEVETS,Non disponible,58.29C,Non disponible,PME,A,"37 RUE QUINCAMPOIX, 75004 PARIS"
TEMPOW,818339566,2016-01-31,TAP SOUND SYSTEM,Non disponible,62.01Z,02,ETI,A,"24 RUE CHAUCHAT, 75009 PARIS"
TENDAJI GROUP,878512045,2019-11-28,TENDAJI GROUP,Non disponible,62.02A,01,PME,A,"19 RUE AUGUSTE CHABRIERES, 75015 PARIS"
TENERRDIS,485197057,2005-10-01,TECHNOLOGIES ENERGIES NOUVELLS ENERGIES RENOUVELABLES RHONE ALPES DROME ISERE SAVOIE,Non disponible,94.99Z,11,PME,A,"140 AVENUE JEAN KUNTZMANN, 38330 MONTBONNOT-SAINT-MARTIN"
TERANGA SOFTWARE,494426745,2007-02-10,TERANGA SOFTWARE,Non disponible,58.29A,22,PME,A,"17 SQUARE EDOUARD VII, 75009 PARIS"
TERRA FERTILIS®,821956968,2016-07-29,SYLVA FERTILIS FRANCE,Non disponible,02.20Z,03,PME,A,"2 ROUTE DE SEES, 61200 ARGENTAN"
TERRA INNOVA,835372483,2018-02-12,TERRA INNOVA,Non disponible,71.12B,11,PME,A,"45 RUE DE LA BOURSE, 69002 LYON"
TERRAGON,478887375,2004-10-01,TERRAGONE,Non disponible,68.10Z,Non disponible,PME,A,"166 AVENUE BERTHELOT, 69007 LYON"
TESSERACT SOLUTIONS,833947567,2017-12-01,TESSERACT SOLUTIONS,Non disponible,58.29C,02,PME,A,"60 RUE DE LA VALLEE, 80000 AMIENS"
TESTAPIC,530171396,2011-01-02,PANISERO,Non disponible,62.01Z,12,PME,A,"27 RUE DU CHEMIN VERT, 75011 PARIS"
TEXTIL’IA,887888261,2020-07-31,TEXTIL'IA,Non disponible,62.01Z,01,PME,A,"2 RUE DES MURIERS, 69009 LYON"
TGS FRANCE,523742468,2010-07-01,GROUPE TGS FRANCE,Non disponible,69.20Z,21,ETI,A,"70 RUE SOMMEVILLE, 77380 COMBS-LA-VILLE"
TH INDUSTRIES,790625859,2013-01-18,TH INDUSTRIES,Non disponible,25.73B,01,PME,A,"7 RUE DE LA PAILLETTE, 49800 SARRIGNE"
THABOR THERAPEUTICS,900441635,2021-06-11,THABOR THERAPEUTICS,Non disponible,72.11Z,02,PME,A,"4 RUE THENARD, 75005 PARIS"
THALES DIS FRANCE SAS,844687749,2018-12-05,THALES DIS FRANCE SAS,Non disponible,26.11Z,51,GE,A,"4  ZONE INDUSTRIELLE SAINT ULFRANT, 27500 PONT-AUDEMER"
THALES GROUP,433426392,2000-10-28,THALES GROUP SAS,Non disponible,46.69A,Non disponible,Non disponible,C,"45 RUE DE VILLIERS, 92200 NEUILLY-SUR-SEINE"
THE AGENT,893432104,2021-01-19,THE AGENT,Non disponible,47.91A,11,PME,A,"8 RUE DE L'HOTEL DE VILLE, 92200 NEUILLY-SUR-SEINE"
THE ARTIST ACADEMY,838153443,2018-02-23,THE ARTIST ACADEMY,Non disponible,85.52Z,02,PME,A,"3 RUE JADIN, 75017 PARIS"
THE BEAUTÉ-TEST.COM,453400426,2004-04-24,DEVTRIBU,Non disponible,58.14Z,01,ETI,C,"1 QUAI DU POINT DU JOUR, 92100 BOULOGNE-BILLANCOURT"
THE BRADERY,839442258,2018-05-02,SYMMETRIC,Non disponible,47.91B,12,ETI,A,"23 RUE DU MAIL, 75002 PARIS"
THE BUREAU,819990318,2016-04-20,THE BUREAU,Non disponible,82.99Z,12,GE,A,"16 COURS ALBERT IER, 75008 PARIS"
THE CAMP,892806662,2021-01-01,THE CAMP,Non disponible,47.71Z,01,PME,A,"7 AVENUE DES TONNELIERS, 40150 SOORTS-HOSSEGOR"
THE CHATBOT FACTORY,789487121,2012-11-20,THE CHATBOT FACTORY,Non disponible,62.01Z,11,PME,A,"20 RUE DES LYANES, 75020 PARIS"
THE CORNER,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
THE DIAG FACTORY,791740293,2013-04-01,THE DIAG FACTORY,Non disponible,62.02A,Non disponible,Non disponible,C,"20 RUE DU COMMANDANT RENE MOUCHOTTE, 75014 PARIS 14"
THE EXPLORATION COMPANY,900427857,2021-06-11,THE EXPLORATION COMPANY,Non disponible,30.30Z,11,PME,A,"14 RUE MARCEL ISSARTIER, 33700 MERIGNAC"
THE FABULOUS,799529383,2014-01-03,FABULOUS,Non disponible,71.12B,02,PME,A,"55 QUAI SAINT VINCENT, 69001 LYON"
THE FAMILY,950839233,2023-04-15,THE FAMILY,Non disponible,56.10A,Non disponible,Non disponible,A,"RUE DU PORT, 83630 BAUDUEN"
THE GOOD CORNER,813837531,2015-09-29,DELICORNER,Non disponible,47.19B,12,PME,A,"24 RUE SOUBISE, 93400 SAINT-OUEN-SUR-SEINE"
THE GOOD SPOON,849290317,2019-01-23,THE GOOD SPOON,Non disponible,32.99Z,01,PME,A,"22 RUE MAGELLAN, 94370 SUCY-EN-BRIE"
THE GUITAR DIVISION,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
THE HOKUS PLATFORM,892556689,2021-01-01,THE HOKUS PLATFORM SL,Non disponible,62.09Z,Non disponible,PME,A,"6  AVENIDA CATEDRAL,"
THE MOBILE-FIRST COMPANY,978534543,2023-08-08,MOBILE-FIRST,Non disponible,58.29C,Non disponible,Non disponible,A,"110 RUE DE FONTENAY, 94300 VINCENNES"
THE NEW MATERIALIST,937634004,2024-11-18,THE NEW MATERIALIST,Non disponible,74.10Z,Non disponible,Non disponible,A,"26 AVENUE BERTHOLLET, 74000 ANNECY"
THE OASIS HOUSE,914432026,2022-06-03,THE OASIS HOUSE,Non disponible,55.20Z,01,PME,A,"1 AVENUE DU CHAMP DE MARS, 45100 ORLEANS"
THE OTHER STORE,508514494,2008-10-01,THE OZ,Non disponible,47.91B,21,GE,A,"37 AVENUE TRUDAINE, 75009 PARIS"
THE PACKENGERS,844648485,2018-11-30,THEPACKENGERS,Non disponible,49.41A,21,PME,A,"2 RUE DE L'INDUSTRIE, 93200 SAINT-DENIS"
THE QA COMPANY,879173458,2019-11-19,THE QA COMPANY,Non disponible,58.29C,03,PME,A,"20 RUE PROFESSEUR BENOIT LAURAS, 42000 SAINT-ETIENNE"
THE RASPBERRY CIRCLE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
THE REFINERS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
THE SANDAYA GROUP,524027455,2010-07-20,SANDAYA,Non disponible,70.10Z,21,ETI,A,"RTE DE CASTELNAU, 34830 CLAPIERS"
THE SHIFTERS,920811809,2022-10-20,SHIFTERS,Non disponible,74.90B,Non disponible,PME,C,"60 RUE FRANCOIS 1ER, 75008 PARIS 8"
THE SOCIALITE FAMILY,797641131,2013-10-01,THE SOCIALITE FAMILY,Non disponible,63.12Z,12,PME,A,"15 RUE MARTEL, 75010 PARIS"
THE TREEP,820330504,2016-05-09,THE TREEP,Non disponible,79.11Z,11,PME,A,"1 PLACE PAUL VERLAINE, 92100 BOULOGNE-BILLANCOURT"
THE TRUE BARBER,848551040,2018-12-28,THE TRUE BARBER,Non disponible,96.02A,01,PME,A,"30 RUE HENRI BARBUSSE, 94260 FRESNES"
THE VERY FOOD COMPANY,909030140,2022-01-05,VERY FOOD COMPANY,Non disponible,72.19Z,01,PME,A,"11 AVENUE DE NORMANDIE, 94550 CHEVILLY-LARUE"
THEPRICEHUB,812620953,2015-07-01,INTER ACTION DIGITAL,Non disponible,63.12Z,Non disponible,ETI,A,"21 RUE FORTUNY, 75017 PARIS"
THESS CORPORATE,892264672,2020-12-01,THESS CORPORATE,Non disponible,58.29C,12,PME,A,"621 RUE GEORGES MELIES, 34000 MONTPELLIER"
THINK LOCAL ACT GLOBAL,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
THIRD - 03RD,877848762,2019-09-17,TRIUM,Non disponible,22.29A,12,PME,A,"71 RUE HENRI GAUTIER, 44550 MONTOIR-DE-BRETAGNE"
THOMSON VIDEO NETWORKS,333773174,1985-10-01,VANTIVA,Non disponible,70.10Z,21,ETI,A,"17 BOULEVARD GASTON BIRGE, 49100 ANGERS"
THÉAOMAI,884182940,2020-07-01,THEAOMAI,Non disponible,90.02Z,02,PME,A,"11 PLACE DES MINIMES, 42300 ROANNE"
TIAMAT ENERGY,831726245,2017-08-21,TIAMAT,Non disponible,27.20Z,11,PME,A,"72 RUE DES JACOBINS, 80000 AMIENS"
TIBOT TECHNOLOGIES,820627495,2016-05-27,TIBOT,Non disponible,71.12B,00,PME,A,"6 RUE DE L'ANCIENNE MAIRIE, 35230 BOURGBARRE"
TIBTOP,810857474,2015-04-15,VBKAM,Non disponible,47.91B,02,PME,A,"4 ALLEE DE PROVENCE, 76750 MORGNY-LA-POMMERAYE"
TICKET SURF INTERNATIONAL,450932710,2003-11-18,WARI PAY,TICKET SURF INTERNATIONAL - TSI,64.99Z,01,PME,A,"1 ALLEE DE LA FONTAINE, 78450 CHAVENAY"
TIEMPO SECURE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TIGHTR,811170794,2015-04-28,FANTARGET,Non disponible,62.01Z,01,PME,A,"14 RUE ERNEST TISSOT, 92210 SAINT-CLOUD"
TIIME CONSULTING,529492928,2010-12-23,TIIME CONNECT,Non disponible,69.20Z,00,PME,A,"15 RUE AUBER, 75009 PARIS"
TIKINO,817937030,2016-01-14,CB MP,Non disponible,56.10A,03,PME,A,"53 AVENUE DE LA MOTTE-PICQUET, 75015 PARIS"
TILAK HEALTHCARE,820343044,2016-05-10,TILAK HEALTHCARE,Non disponible,62.01Z,12,PME,A,"74 RUE DU FBG ST ANTOINE, 75012 PARIS 12"
TILLER SYSTEMS,801111030,2014-03-15,SUMUP,Non disponible,62.02A,22,PME,A,"1 AVENUE BERNARD HIRSCH, 95000 CERGY"
TINGS LABS,811348150,2015-04-23,TINGS LABS,Non disponible,63.11Z,Non disponible,Non disponible,C,"23 RUE DU DEPART, 75014 PARIS 14"
TINUBU SQUARE,432915460,2000-09-06,TINUBU SQUARE,Non disponible,58.29C,21,PME,A,"9 RUE ROUGET DE LISLE, 92130 ISSY-LES-MOULINEAUX"
TIP TOQUE,813464146,2015-07-21,TIP TOQUE,Non disponible,56.21Z,03,PME,A,"43 RUE RICHER, 75009 PARIS"
TLS GEOTHERMICS,789594306,2012-11-19,TLS GEOTHERMICS,TLS GEOTHERMICS,71.12B,02,PME,A,"91 CHEMIN DE GABARDIE, 31200 TOULOUSE"
TOKTOKDOC,809914369,2015-02-07,NEMO HEALTH,Non disponible,62.01Z,21,PME,A,"41 RUE DE LA COURSE, 67000 STRASBOURG"
TOM&JOSETTE,852406784,2019-07-01,TOM ET JOSETTE,Non disponible,88.91A,12,PME,A,"17 AVENUE EIFFEL, 92190 MEUDON"
TOMCAT FACTORY,882855984,2020-04-03,TOMCAT FACTORY,Non disponible,82.99Z,02,PME,A,"14 RUE CHAPTAL, 92300 LEVALLOIS-PERRET"
TOMI.AI,978223873,2023-07-28,TOMI,Non disponible,56.10C,Non disponible,Non disponible,A,"60 RUE PETIT, 75019 PARIS"
TOMOJO,833515505,2017-11-16,ENTOMOJO,Non disponible,46.90Z,11,PME,A,"43 RUE CONDORCET, 75009 PARIS"
TOMORRO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TOO GOOD TO GO,820731115,2016-05-27,TOO GOOD TO GO FRANCE,Non disponible,82.99Z,22,PME,A,"12 RUE DUHESME, 75018 PARIS"
TOO SMART,892319781,2020-12-21,TOO SMART,Non disponible,58.29C,11,PME,A,"33 RUE PAUL DUVIVIER, 69007 LYON"
TOOL ADVISOR,894566892,2021-02-15,TOOL ADVISOR,Non disponible,62.02A,Non disponible,PME,A,"13 RUE DE PICPUS, 75012 PARIS"
TOOPI ORGANICS,848016093,2019-02-01,TOOPI ORGANICS,Non disponible,72.11Z,12,PME,A,"44 COURS GAMBETTA, 33210 LANGON"
TOOT SWEET,811346287,2015-04-27,TOOT SWEET,Non disponible,62.01Z,12,PME,A,"10 RUE EUGENE SUE, 75018 PARIS"
TOPO.IO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TOSA (TESTS ON SOFTWARE APPLICATIONS),900354200,2021-06-04,TOSA,Non disponible,68.20A,Non disponible,PME,A,"7 AVENUE FERNAND LOBBEDEZ, 62000 ARRAS"
TOUCAN TOCO,801300526,2014-03-10,TOUCANTOCO,Non disponible,62.01Z,21,PME,A,"214 AVENUE DU MAINE, 75014 PARIS"
TOUCH & SELL,512978875,2009-06-04,THE APP LAB,Non disponible,58.29C,11,PME,A,"3 RUE EMILE ALLEZ, 75017 PARIS"
TOUCH SENSITY,878558519,2019-10-25,TOUCH SENSITY,Non disponible,62.09Z,11,PME,A,"25 RUE MARCEL ISSARTIER, 33700 MERIGNAC"
TOUCHLINE INTERACTIVE,539571497,2012-01-18,TOUCHLINE INTERACTIVE,Non disponible,62.09Z,03,PME,A,"2000 ROUTE DES LUCIOLES, 06410 BIOT"
TOUS EN TANDEM,839728623,2018-05-15,TOUS EN TANDEM,Non disponible,70.21Z,02,PME,A,"26 RUE DE LA JUSTICE, 92310 SEVRES"
TOUTES MES AIDES,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TOUTI TERRE,805353422,2014-10-01,TOUTI TERRE,Non disponible,28.30Z,02,PME,C,"GEVRIER, 74150 RUMILLY"
TP QUBE,840728208,2018-07-01,TP QUBE,Non disponible,70.22Z,01,PME,A,"108 RUE ERNEST RENAN, 33000 BORDEAUX"
TRACE FOR GOOD,911576957,2022-03-11,TRACE FOR GOOD,Non disponible,58.29C,01,PME,A,"4 RUE DU CAIRE, 75002 PARIS"
TRACE TV,411205628,1997-01-01,TRACE GLOBAL,Non disponible,60.20B,22,PME,A,"73 RUE HENRI BARBUSSE, 92110 CLICHY"
TRACK THE TRUCK,884970302,2020-06-01,TRACK THE TRUCK,Non disponible,62.01Z,01,PME,A,"137 RUE D'ABOUKIR, 75002 PARIS"
TRACKCHAIN,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TRACKTL,795018076,2013-08-22,ARKAN,Non disponible,62.01Z,02,PME,C,"25 RUE FREMICOURT, 75015 PARIS"
TRANSACTION CONNECT,822619185,2016-09-08,TRANSACTION CONNECT,Non disponible,58.29C,11,PME,A,"18 RUE DU FAUBOURG DU TEMPLE, 75011 PARIS"
TRANSPLANET SATELLITE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TRAVAUXLIB,813776416,2015-09-16,NOVARE CONSTRUCTION,Non disponible,62.01Z,21,PME,A,"176 AVENUE CHARLES DE GAULLE, 92200 NEUILLY-SUR-SEINE"
TRAVEL ASSIST,848097275,2019-01-29,TRAVELASSIST,Non disponible,62.01Z,03,PME,A,"20 RUE PROFESSEUR BENOIT LAURAS, 42000 SAINT-ETIENNE"
TRAVELPERK,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TREATWELL FR,752044503,2012-06-05,TREATWELL FR,Non disponible,62.01Z,22,PME,A,"20 RUE DU SENTIER, 75002 PARIS"
TREE DIGITAL FACTORY,524314846,2010-08-12,TREE DIGITAL FACTORY,Non disponible,62.02A,11,PME,A,"4 RUE DE LA PIERRE LEVEE, 75011 PARIS"
TREEFROG THERAPEUTICS,844370320,2018-11-27,TREEFROG THERAPEUTICS,Non disponible,74.90B,22,PME,A,"2 RUE GUSTAVE HERTZ, 33600 PESSAC"
TREEGRAM,518560289,2009-11-16,M4D,Non disponible,62.01Z,03,PME,A,"36 RUE CHAZIERE, 69004 LYON"
TREESEVERYWHERE,883005407,2020-04-09,TREESEVE,Non disponible,70.22Z,12,PME,A,"6 RUE CLAPIER, 13001 MARSEILLE"
TREESITION,911738771,2022-03-28,ADAE FRANCE,Non disponible,02.10Z,Non disponible,Non disponible,A,"34 FG DES BALMETTES, 74000 ANNECY"
TRIBUN HEALTH,538927120,2011-12-05,TRIBUN HEALTH,Non disponible,58.29C,12,PME,A,"39 RUE LOUVEAU, 92320 CHATILLON"
TRIBVN HEALTHCARE,538927120,2011-12-05,TRIBUN HEALTH,Non disponible,58.29C,12,PME,A,"39 RUE LOUVEAU, 92320 CHATILLON"
TRICERA SPORT,984695189,2024-02-14,TRICERASPORT,Non disponible,58.29C,Non disponible,Non disponible,A,"110 CHEMIN DES FRUITIERS, 26300 ALIXAN"
TRIDEKONE,840361315,2018-06-05,TRIDEK-ONE THERAPEUTICS,Non disponible,72.19Z,02,PME,A,"4 RUE THENARD, 75005 PARIS"
TRIPNDRIVE,794337956,2013-07-18,TND,Non disponible,62.01Z,Non disponible,PME,A,"63 RUE RAMEY, 75018 PARIS"
TRI’N’COLLECT,878110204,2019-10-08,TRI'N'COLLECT,Non disponible,38.21Z,21,PME,A,"2 RTE DES HAUTES CHAPELLES, 49140 LOIRE-AUTHION"
TRUFFLE CAPITAL,432942647,2000-09-15,TRUFFLE CAPITAL,TRUFFLE CAPITAL,64.30Z,12,PME,A,"54 AVENUE HOCHE, 75008 PARIS"
TRUSTED HEALTH,844319194,2018-11-01,TRUSTED HEALTH PARTNERS,Non disponible,62.01Z,02,PME,A,"43 BOULEVARD AUGUSTE BLANQUI, 75013 PARIS"
TRUSTT,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TRYON ENVIRONNEMENT,810884668,2015-03-25,TRYON,Non disponible,38.21Z,11,PME,A,"RTE DEPARTEMENTALE 190, 78955 CARRIERES-SOUS-POISSY"
TULEAP,531796621,2011-04-11,ENALEAN,Non disponible,58.29A,12,PME,A,"17 RUE LAC SAINT ANDRE, 73370 LE BOURGET-DU-LAC"
TUNABLE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TUNDR,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TURACOO DIGITAL SIGNAGE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TURENNE INVESTISSEMENT,828918763,2017-03-31,TURENNE HOTELLERIE INVESTISSEMENT 1,Non disponible,64.20Z,Non disponible,PME,A,"9 RUE DE TEHERAN, 75008 PARIS"
TUT TUT,899164248,2021-05-05,TUT TUT,Non disponible,77.21Z,Non disponible,PME,A,"40 RUE DECOMBEROUSSE, 69100 VILLEURBANNE"
TUTO.COM,517502175,2009-10-15,WEECAST,Non disponible,62.01Z,11,PME,A,"195 RUE JEAN JAURES, 83000 TOULON"
TWICE COMMERCE,894016237,2021-02-12,TWICE,Non disponible,46.49Z,01,PME,A,"36 RUE D'HAUTEVILLE, 75010 PARIS"
TWIN ROBOTICS,884037144,2020-06-08,TWIN ROBOTICS,Non disponible,62.01Z,02,PME,A,"6 RUE JEAN GIONO, 38100 GRENOBLE"
TWINSWHEEL,481885374,2005-04-15,SOBEN,SOBEN,30.30Z,12,PME,A,"REGOURD, 46000 CAHORS"
TX CELL,435361209,2001-04-01,SANGAMO THERAPEUTICS FRANCE,Non disponible,72.11Z,22,ETI,A,"6 RUE DOCTEUR JEAN-FRANCOIS XAVIER GIROD, 25000 BESANCON"
TXCELL,435361209,2001-04-01,SANGAMO THERAPEUTICS FRANCE,Non disponible,72.11Z,22,ETI,A,"6 RUE DOCTEUR JEAN-FRANCOIS XAVIER GIROD, 25000 BESANCON"
TXFY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
TYPOLOGY,839009842,2018-04-03,GOOD BRANDS,Non disponible,62.01Z,12,PME,A,"7 RUE CHARLES-FRANCOIS DUPUIS, 75003 PARIS"
TÉLÉMAQUE,985076751,2024-02-27,TELEMAQUE,Non disponible,82.99Z,Non disponible,Non disponible,A,"38 RUE SAINT-SABIN, 75011 PARIS"
TÊTU,922500723,2023-01-01,TETU MEDIA,Non disponible,58.14Z,Non disponible,Non disponible,A,"15 RUE DE LA FONTAINE AU ROI, 75011 PARIS"
U'RSELF,820508885,2016-05-24,U'RSELF,Non disponible,70.22Z,12,PME,A,"3 RUE DU COMMANDANT COUSTEAU, 33100 BORDEAUX"
U.NEAT,910750983,2022-02-21,UNEAT,Non disponible,74.90B,02,PME,A,"50 RUE DE LA REPUBLIQUE, 69002 LYON"
UBI SOLUTIONS,508855129,2008-10-06,UBI SOLUTIONS,Non disponible,71.12B,12,PME,A,"14 RUE DU FOSSE BLANC, 92230 GENNEVILLIERS"
UBI TRANSPORTS,750423295,2012-03-20,UBI TRANSPORTS,Non disponible,63.11Z,22,PME,A,"200 BOULEVARD DE LA RESISTANCE, 71000 MACON"
UBITRANSPORT,750423295,2012-03-20,UBI TRANSPORTS,Non disponible,63.11Z,22,PME,A,"200 BOULEVARD DE LA RESISTANCE, 71000 MACON"
UCA – UNIVERSITÉ CLERMONT AUVERGNE,130028061,2020-12-09,UNIVERSITE CLERMONT AUVERGNE,Non disponible,85.42Z,51,ETI,A,"28 PLACE HENRI DUNANT, 63000 CLERMONT-FERRAND"
ULTRA PREMIUM DIRECT,901300319,2021-07-07,UPD RETAIL DIVISION,Non disponible,47.76Z,03,PME,A,"2 CHEMIN DE GABARDIE, 31200 TOULOUSE"
ULYSS.CO,511464034,2009-03-01,ULYSS CO,Non disponible,70.22Z,01,PME,A,"64 RUE RAMBUTEAU, 75003 PARIS"
UN GRAND MARCHÉ,424761419,1999-10-15,OVH,OWO - OVH WHOIS OFFUSCATOR,63.11Z,42,ETI,A,"1202  L’OCCITANE, 31670 LABEGE"
UNCROWD,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
