name,description,website,city,development_level,looking_for,fundraising,link,Logo,Field_1,Field_2,Field_3
Cynteract GmbH,"More than 80% of the world's population lacks access to an adequate number of physiotherapists. Cynteract developed, certified and mass-manufactured three technologies, which allow patients to do their rehabilitation from a distance - No travel, less costs and a rehabilitation for everyone. The team is distributing to over 10 countries with successful clinical trials. There’s more, RefresherBoxx and Autak, as well RWTH Aachen University startups, disrupting with a water free & chemical free washing machine and a stairclimbing wheelchair. We're looking forward to enter the French market with your support! Therefore we are searching for disruptive distributors in the medical, cleaning or Hightech market.",https://www.cynteract.com/,AACHEN,,"TALENTS, FUNDING",,https://vivatechnology.com/partners/cynteract-gmbh,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/f67d60c7-4a83-4453-98d6-46d1e39a11cf1,Climate Tech,Diversity & Inclusion,Healthcare & Wellness
CypherLab,,https://cypherlab.org/,PARIS,GOING TO MARKET,,,https://vivatechnology.com/partners/cypherlab,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1e9eda81-b6d0-433f-9310-7318bad6b0581,DeepTech,"Fintech, Insurance & Legal","Web3, Blockchain, Crypto & NFT"
Cypien AI,"Cypien AI is an artificial intelligence company that produces customised Generative AI technologies using on-premise models or cloud technologies. Cypien AI focuses on content generation in the field of generative artificial intelligence, analysing existing data, recreating content based on specific historical data and developing brand-specific visual content. Using basic infrastructure models, it develops its own GenAI models with the data it has. This approach enables brands and organisations to create the specific content they need by providing tailored, data-driven solutions. Cypien AI allows brands and organisations to develop their own GenAI models using their proprietary data based on broad infrastructure models, enabling brands to reach their target audiences with the right content and at the right time through content generation, data analysis, re-creation of content based on historical data and the creation of customised visual content.",https://cypien.ai/en,İSTANBUL,,"TALENTS, FUNDING",,https://vivatechnology.com/partners/cypien-ai,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1e575532-7986-4d9e-8b8c-cf1bdbaaab4b1,Artificial Intelligence,B2B Services,Energy
D-Shape Limited,"D-Shape is an innovative enterprise at the forefront of large-scale 3D printing with a specialised focus on cementitious materials. Their groundbreaking technology enables the creation of robust, intricate structures for ecological enhancement and infrastructure protection. In the marine sector, D-Shape's technology has been instrumental in fostering marine life. By printing artificial reefs with complex geometries that mimic natural habitats, the company contributes to biodiversity and fisheries restoration. These 3D-printed reefs provide new ecosystems for marine organisms and serve as breakwaters, mitigating coastal erosion and damage from storms.",https://www.d-shape.com/,HONG KONG,GOING TO MARKET,"FUNDING, TALENTS",,https://vivatechnology.com/partners/d-shape-limited,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3b41a0a2-2ffd-400f-a8b6-646f5ba6ef851,Artificial Intelligence,Climate Tech,GovTech & Public Sector
DABIDA Corp.,"Video Platform 'GENICLASS' and Smart Pen 'GENIPEN' offer a comprehensive solution tailored for the construction industry. GENIPEN, a ruggedized smart pen and tablet duo, empowers workers to digitize large-format plans with ease, even in harsh conditions. Its intuitive interface simplifies annotation and real-time collaboration, facilitating seamless communication between on-site teams and headquarters. With offline functionality, workers can access and update plans anywhere, ensuring uninterrupted workflow. GENICLASS platform complements GENIPEN, providing a centralized hub for project management and document storage. Together, they streamline construction processes, enhance productivity, and improve project outcomes.",https://www.wearedabida.com/,ANYANG,,,"750,00€",https://vivatechnology.com/partners/dabida-corp,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3275492d-b08d-4581-8af1-64a44520f4781,B2B Services,Education,Mobility & Smart City
DAIDALA,"We have two main objectives: developing a horror game and also bringing innovation to the way we play. We want to integrate the use of the phone in the game to implement new mechanics and help with the immersion of the game, which is a critical point, especially in horror games where emotions are a major factor. The mythical labyrinth of Daedalus in ancient Greece was chosen as the theme of the game. We will have to discover the history of that place, which goes back thousands of years, and maybe finally understand what happened to Icarus. But what will be the cost for the answers to so many questions? Sacrifices, sanity, and maybe even lives themselves...",https://daidala.fr/,ALÈS,,,4 000€,https://vivatechnology.com/partners/daidala,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/56e59698-821e-446b-85fc-9f8455f2815341,Gaming & esports,,
DAVI,"DAVI AI provides Digital Employees with professional, behavioral, social, and emotional skills. Upgrade your LLMs with the most advanced European technology for generating Digital Employees to transform them into comprehensive collaborators, immediately available to enhance your productivity.",https://www.davi.ai/,PUTEAUX,,,1 000 000€,https://vivatechnology.com/partners/davi,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d567129a-9765-441d-b267-ff511cc792c31,Artificial Intelligence,Cloud & Infrastructure,DeepTech
DEEP.FINE,"Our service integrates the physical and digital, creating immersive experiences that were once the realm of imagination. From enhancing education to revolutionizing design and entertainment, DEEP.FINE is paving the way for limitless exploration.",https://vivatechnology.com/partners/www.deepfine.com,SEOUL,,,"5,339,721.19 €",https://vivatechnology.com/partners/deepfine,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/72ee6727-a164-4d7b-82a9-aa37ed45193441,B2B Services,"Industry, Logistics & Supply Chain",XR & Metaverse
DELOITTE AFRICA,"Deloitte Africa is a leading global provider of audit, consulting, financial advisory, risk management, and tax services. With a strong presence across the African continent, Deloitte Africa leverages deep industry expertise and a wide range of capabilities to help businesses and organizations address their most complex challenges. The firm is committed to delivering innovative solutions and insights, fostering sustainable growth, and creating value for clients, communities, and stakeholders in a dynamic and evolving market environment.",https://www2.deloitte.com/afrique/fr/footerlinks/deloitte-tunisie.html?icid=site_selector_tnhttps://www2.deloitte.com/afrique/fr/footerlinks/deloitte-tunisie.html?icid=site_selector_tn,,,,,https://vivatechnology.com/partners/deloitte-africa,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/00e6fd73-5702-411c-ad83-7b4112f9e6c81,Artificial Intelligence,"Fintech, Insurance & Legal",GovTech & Public Sector
DELPHINE GENIN - Virtual Atelier,"Delphine Genin is a surprising entrepreneur and neurodivergent with an unparalleled ability to blend multiple environments. DELPHINE GENIN Couture redefines luxury fashion with a groundbreaking platform that turns every woman into a designer. Former CFO, Delphine says ‘This isn't just about fashion’. It’s about empowering women to express themselves authentically without conforming to standard sizes or trends. The platform offers an immersive artistic experience, fusing traditional craftsmanship with cutting-edge technology and transforming the unseen into the unforgettable. Delphine’s futurist perspective is recognised on international platforms, including participation in the Nuit des Idées at the National Gallery of Victoria, Australia, and her innovative leadership in the fashion and technology sectors has earned impressive media coverage, notably being acclaimed as 'pioneering a radical new concept' by the Australian Financial Review.",https://www.delphinegenin.com/couture/virtual-atelier,MELBOURNE,CONCEPTION STAGE,,,https://vivatechnology.com/partners/delphine-genin-virtual-atelier,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/e9ea703e-3c41-4d89-9971-f2d4f8e3c3b61,"Luxury, Fashion & Cosmetics","Web3, Blockchain, Crypto & NFT",XR & Metaverse
